Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Memphis,10,FWAM,28-299,1.es Barcelona,77,0,0,0,0,0,0,1,0,46,0,1,0,0.0,0.0,0.1,0,0,24,37,64.9,1,0,4,8f696594
Wout Weghorst,19,FW,30-124,1.tr Beşiktaş,43,2,0,0,0,2,2,1,0,14,0,0,1,0.2,0.2,0.0,1,1,6,10,60.0,2,0,0,c4e87b8b
Steven Bergwijn,7,FW,25-062,1.nl Ajax,45,0,0,0,0,1,0,1,0,18,0,0,0,0.1,0.1,0.0,1,0,15,16,93.8,0,0,0,a29b1131
Steven Berghuis,11,RMAMRW,30-355,1.nl Ajax,75,0,1,0,0,2,0,1,0,38,0,0,0,0.2,0.2,0.1,1,1,25,37,67.6,2,1,2,713c144a
Cody Gakpo,8,AMLMFWLW,23-216,1.nl PSV Eindhoven,112,0,0,0,0,0,0,0,0,55,2,1,4,0.0,0.0,0.1,4,0,20,37,54.1,2,0,7,1971591f
Noa Lang,12,LM,23-175,1.be Club Brugge,8,0,0,0,0,0,0,1,0,5,0,1,1,0.0,0.0,0.0,0,0,1,3,33.3,0,0,0,8e034340
Frenkie de Jong,21,CMDM,25-211,1.es Barcelona,120,0,0,0,0,0,0,0,0,96,0,1,0,0.0,0.0,0.0,0,0,83,93,89.2,8,0,0,1bacc518
Marten de Roon,15,CM,31-255,1.it Atalanta,45,0,0,0,0,0,0,0,0,31,1,0,0,0.0,0.0,0.0,1,0,22,27,81.5,2,0,0,2a1beb34
Teun Koopmeiners,20,CMDM,24-284,1.it Atalanta,75,0,1,0,0,0,0,0,0,43,3,0,0,0.0,0.0,0.1,2,2,34,38,89.5,1,0,0,a26fb8aa
Daley Blind,17,WB,32-275,1.nl Ajax,63,0,0,0,0,0,0,0,0,34,3,2,0,0.0,0.0,0.0,0,0,22,27,81.5,1,0,0,691bef82
Luuk de Jong,9,FW,32-104,1.nl PSV Eindhoven,57,0,0,0,0,1,0,0,0,19,2,0,0,0.1,0.1,0.0,1,0,8,12,66.7,1,0,1,abb3bb95
Denzel Dumfries,22,WBRB,26-235,1.it Inter,119,0,0,0,0,0,0,2,1,48,2,0,0,0.0,0.0,0.0,0,0,30,41,73.2,0,0,1,481c9ece
Nathan Aké,5,CBLB,27-294,1.eng Manchester City,120,0,0,0,0,0,0,0,0,87,2,5,0,0.0,0.0,0.0,0,0,62,75,82.7,5,0,1,eaeca114
Virgil van Dijk,4,CB,31-154,1.eng Liverpool,120,0,0,0,0,0,0,0,0,104,0,1,1,0.0,0.0,0.0,1,0,86,97,88.7,6,0,0,e06683ca
Jurriën Timber,2,CB,21-175,1.nl Ajax,120,0,0,0,0,0,0,1,0,107,3,3,0,0.0,0.0,0.0,0,0,88,97,90.7,7,1,2,41034650
Andries Noppert,23,GK,28-246,1.nl Heerenveen,120,0,0,0,0,0,0,0,0,59,0,0,0,0.0,0.0,0.0,0,0,46,54,85.2,0,0,0,2dc9d6fb
