Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Jackson Irvine,22,FWCM,29-271,2.de St. Pauli,90,0,0,0,0,0,0,1,0,43,0,0,1,0.0,0.0,0.0,0,0,28,37,75.7,3,0,2,4637747c
Mitchell Duke,15,FW,31-319,2.jp Fagi Okayama,71,0,0,0,0,0,0,0,0,20,0,0,2,0.0,0.0,0.0,0,0,5,11,45.5,0,0,0,293f5bf9
Jamie Maclaren,9,FW,29-127,1.au Melb City,19,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,0,3,0.0,0,0,0,2a8ba67e
Riley McGree,14,LM,24-031,2.eng Middlesbrough,57,0,0,0,0,0,0,0,0,21,1,0,1,0.0,0.0,0.1,1,0,15,16,93.8,0,0,1,59d61727
Craig Goodwin,23,LM,30-352,1.au Adelaide,33,0,0,0,0,1,0,0,0,17,0,0,1,0.0,0.0,0.5,1,0,7,15,46.7,1,0,0,b2741e3d
Aaron Mooy,13,CM,32-079,1.sct Celtic,90,0,0,0,0,0,0,0,0,67,1,0,0,0.0,0.0,0.0,1,0,55,61,90.2,5,0,1,47b7e3af
Keanu Baccus,26,CM,24-179,1.sct St Mirren,57,0,0,0,0,0,0,0,0,27,1,2,5,0.0,0.0,0.0,0,0,10,16,62.5,1,0,0,19df2bf7
Ajdin Hrustic,10,RM,26-151,1.it Hellas Verona,33,0,0,0,0,1,0,0,0,15,2,0,0,0.0,0.0,0.0,0,0,8,10,80.0,1,1,2,1f2d714c
Mathew Leckie,7,RMFW,31-302,1.au Melb City,71,0,0,0,0,0,0,0,0,25,0,1,2,0.0,0.0,0.0,0,0,10,14,71.4,1,0,1,b93b7882
Garang Kuol,21,FW,18-079,1.au Central Coast,19,0,0,0,0,1,1,0,0,5,0,0,0,0.4,0.4,0.0,0,0,1,2,50.0,0,0,0,a8a80be7
Aziz Behich,16,LB,31-352,1.sct Dundee United,90,0,0,0,0,1,0,0,0,63,1,1,1,0.1,0.1,0.0,4,0,41,54,75.9,0,3,4,b6867b96
Kye Rowles,4,CB,24-162,1.sct Hearts,90,0,0,0,0,0,0,0,0,74,1,1,1,0.0,0.0,0.0,1,0,63,69,91.3,0,0,0,8caf6772
Harry Souttar,19,CB,24-042,2.eng Stoke City,90,0,0,0,0,1,0,0,0,67,2,3,0,0.1,0.1,0.0,0,0,53,57,93.0,0,0,0,0a6cb1b1
Miloš Degenek,2,RB,28-219,1.us Columbus Crew,71,0,0,0,0,0,0,1,0,49,1,0,0,0.0,0.0,0.0,0,0,33,44,75.0,1,0,1,c8e65157
Fran Karačić,5,RB,26-205,2.it Brescia,19,0,0,0,0,0,0,0,0,21,1,0,1,0.0,0.0,0.0,0,0,11,16,68.8,5,0,0,e2f8c69c
Mathew Ryan,1,GK,30-239,1.dk FC Copenhagen,90,0,0,0,0,0,0,0,0,56,0,0,0,0.0,0.0,0.0,0,0,44,52,84.6,0,0,0,4535e4bb
