Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Daizen Maeda,25,FW,25-034,1.sct Celtic,56,0,0,0,0,1,0,0,0,9,1,0,1,0.1,0.1,0.0,0,0,1,4,25.0,0,0,0,395451fc
Takuma Asano,18,FW,28-013,1.de Bochum,34,1,0,0,0,5,1,0,0,14,0,0,0,0.3,0.3,0.0,2,0,5,6,83.3,0,0,0,13ddc856
Takefusa Kubo,11,LW,21-172,1.es Real Sociedad,45,0,0,0,0,0,0,0,0,11,1,0,2,0.0,0.0,0.0,0,0,1,4,25.0,0,0,0,16aa3654
Takehiro Tomiyasu,16,CB,24-018,1.eng Arsenal,45,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,3,0,18,20,90.0,1,0,0,b3af9be1
Junya Ito,14,RWRM,29-259,1.fr Reims,90,0,0,0,0,1,1,0,0,32,2,2,1,0.1,0.1,0.1,2,0,6,19,31.6,1,0,2,dbd3a428
Daichi Kamada,15,AMLWCM,26-110,1.de Eint Frankfurt,90,0,0,0,0,1,0,0,0,32,3,0,0,0.0,0.0,0.0,3,0,16,23,69.6,3,1,2,15b287da
Ao Tanaka,17,DMCM,24-074,2.de Düsseldorf,70,0,0,0,0,0,0,0,0,37,3,0,4,0.0,0.0,0.0,1,0,22,29,75.9,0,0,0,1d36d6b6
Ritsu Doan,8,RWCM,24-160,1.de Freiburg,20,1,0,0,0,1,1,0,0,9,3,0,0,0.4,0.4,0.1,1,0,3,3,100.0,1,0,1,d01bbb6f
Wataru Endo,6,CMDM,29-287,1.de Stuttgart,90,0,0,0,0,0,0,0,0,48,4,1,4,0.0,0.0,0.0,1,1,20,31,64.5,1,1,1,c149016b
Yuto Nagatomo,5,LBLM,36-072,1.jp FC Tokyo,56,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.1,1,0,9,12,75.0,0,0,0,4b6960d2
Kaoru Mitoma,9,LM,25-187,1.eng Brighton,34,0,0,0,0,0,0,0,0,21,4,0,2,0.0,0.0,0.0,1,0,11,15,73.3,1,0,0,74618572
Maya Yoshida,22,CB,34-091,1.de Schalke 04,90,0,0,0,0,0,0,0,0,53,0,2,2,0.0,0.0,0.0,3,0,30,39,76.9,1,1,2,caffaf5a
Ko Itakura,4,CB,25-300,1.de M'Gladbach,90,0,1,0,0,1,0,0,0,41,3,0,0,0.0,0.0,0.1,1,1,21,28,75.0,0,0,0,97d545ae
Hiroki Sakai,19,RBRM,32-225,1.jp Urawa Reds,73,0,0,0,0,1,0,0,0,45,4,1,1,0.5,0.5,0.1,2,0,15,27,55.6,6,0,2,d63e2912
Takumi Minamino,10,LW,27-311,1.fr Monaco,17,0,0,0,0,1,1,0,0,9,1,0,0,0.0,0.0,0.0,1,1,1,3,33.3,0,0,0,f833a830
Shūichi Gonda,12,GK,33-265,1.jp S-Pulse,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,0,0,25,35,71.4,0,0,0,d8e5492f
