Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Daizen Maeda,25,FW,25-042,1.sct Celtic,61,0,0,0,0,0,0,0,0,9,0,3,1,0.0,0.0,0.0,0,0,3,6,50.0,0,0,0,395451fc
Takuma Asano,18,FW,28-021,1.de Bochum,29,0,0,0,0,1,0,0,0,7,0,0,0,0.2,0.2,0.0,0,0,3,6,50.0,0,0,0,13ddc856
Daichi Kamada,15,LW,26-118,1.de Eint Frankfurt,68,0,0,0,0,1,0,0,0,19,2,0,1,0.0,0.0,0.0,0,0,11,14,78.6,0,0,0,15b287da
Takehiro Tomiyasu,16,RM,24-026,1.eng Arsenal,22,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,1,4,25.0,0,0,0,b3af9be1
Takefusa Kubo,11,RW,21-180,1.es Real Sociedad,45,0,0,0,0,0,0,0,0,12,0,0,1,0.0,0.0,0.0,1,0,5,7,71.4,1,0,0,16aa3654
Ritsu Doan,8,RW,24-168,1.de Freiburg,45,1,0,0,0,1,1,0,0,16,0,1,2,0.1,0.1,0.1,2,1,2,6,33.3,1,0,0,d01bbb6f
Yuto Nagatomo,5,LM,36-080,1.jp FC Tokyo,45,0,0,0,0,0,0,0,0,16,1,0,1,0.0,0.0,0.0,0,0,5,11,45.5,0,0,1,4b6960d2
Kaoru Mitoma,9,LM,25-195,1.eng Brighton,45,0,1,0,0,0,0,0,0,20,1,2,2,0.0,0.0,1.2,4,1,9,12,75.0,1,0,0,74618572
Hidemasa Morita,13,CM,27-205,1.pt Sporting CP,90,0,0,0,0,0,0,0,0,50,0,3,4,0.0,0.0,0.0,0,0,26,34,76.5,1,0,1,a650c75b
Ao Tanaka,17,CM,24-082,2.de Düsseldorf,86,1,0,0,0,1,1,0,0,35,0,3,1,1.0,1.0,0.1,1,0,19,30,63.3,5,0,1,1d36d6b6
Wataru Endo,6,CM,29-295,1.de Stuttgart,4,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0.0,0,0,0,2,0.0,0,0,0,c149016b
Junya Ito,14,RMLW,29-267,1.fr Reims,90,0,1,0,0,1,0,0,0,35,3,1,0,0.1,0.1,0.1,2,1,18,23,78.3,2,0,2,dbd3a428
Shogo Taniguchi,3,CB,31-139,1.jp Kawa Frontale,90,0,0,0,0,0,0,1,0,40,1,1,2,0.0,0.0,0.0,0,0,24,29,82.8,1,0,0,828a9c47
Maya Yoshida,22,CB,34-099,1.de Schalke 04,90,0,0,0,0,0,0,1,0,33,2,0,1,0.0,0.0,0.0,0,0,16,22,72.7,0,0,0,caffaf5a
Ko Itakura,4,CB,25-308,1.de M'Gladbach,90,0,0,0,0,1,1,1,0,29,1,3,1,0.1,0.1,0.0,0,0,14,16,87.5,0,0,1,97d545ae
Shūichi Gonda,12,GK,33-273,1.jp S-Pulse,90,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,9,23,39.1,0,0,0,d8e5492f
