Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Julián Álvarez,9,FW,22-316,1.eng Manchester City,73,2,0,0,0,2,2,0,0,25,1,0,1,1.0,1.0,0.0,1,1,13,15,86.7,1,0,0,15ab5a2b
Paulo Dybala,21,FW,29-028,1.it Roma,17,0,0,0,0,0,0,0,0,16,3,0,0,0.0,0.0,0.2,1,0,7,9,77.8,2,0,1,e0921a4f
Lionel Messi,10,FW,35-172,1.fr Paris S-G,90,1,1,1,1,1,1,0,0,54,0,0,0,0.9,0.1,0.5,5,2,35,42,83.3,1,4,9,d70ce98e
Alexis Mac Allister,20,LMCM,23-354,1.eng Brighton,85,0,0,0,0,2,1,0,0,48,1,1,3,0.3,0.3,0.1,3,0,30,36,83.3,0,0,2,83d074ff
Ángel Correa,15,CM,27-279,1.es Atlético Madrid,5,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,0,0,01eb744d
Enzo Fernández,24,CM,21-330,1.pt Benfica,90,0,0,0,0,1,1,0,0,56,4,0,1,0.0,0.0,0.1,3,1,42,48,87.5,5,0,1,5ff4ab71
Leandro Paredes,5,CM,28-167,1.it Juventus,61,0,0,0,0,1,1,0,0,50,4,1,0,0.0,0.0,0.0,1,0,36,39,92.3,1,0,0,dff153a4
Lisandro Martínez,25,CB,24-329,1.eng Manchester Utd,29,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,0,0,8,9,88.9,0,0,0,bac46a10
Rodrigo De Paul,7,RMCM,28-203,1.es Atlético Madrid,73,0,0,0,0,1,0,0,0,45,2,0,0,0.1,0.1,0.0,2,0,34,42,81.0,2,0,0,162efffd
Exequiel Palacios,14,CM,24-069,1.de Leverkusen,17,0,0,0,0,0,0,0,0,17,0,1,0,0.0,0.0,0.0,0,0,14,15,93.3,2,0,1,e82adcab
Nicolás Tagliafico,3,LB,30-104,1.fr Lyon,90,0,0,0,0,0,0,0,0,41,0,4,4,0.0,0.0,0.0,0,0,23,29,79.3,0,0,0,f0661424
Nicolás Otamendi,19,CB,34-304,1.pt Benfica,90,0,0,0,0,0,0,1,0,50,1,1,4,0.0,0.0,0.0,1,1,37,39,94.9,1,0,0,0d267745
Cristian Romero,13,CB,24-230,1.eng Tottenham,90,0,0,0,0,0,0,1,0,44,1,0,3,0.0,0.0,0.0,0,0,28,33,84.8,0,0,0,a3d94a58
Nahuel Molina,26,RB,24-251,1.es Atlético Madrid,85,0,0,0,0,0,0,0,0,46,3,0,1,0.0,0.0,0.0,0,0,27,40,67.5,1,0,0,23610943
Juan Foyth,2,RB,24-335,1.es Villarreal,5,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,1,1,6c7762c3
Emiliano Martínez,23,GK,30-102,1.eng Aston Villa,90,0,0,0,0,0,0,0,0,27,0,0,0,0.0,0.0,0.0,0,0,12,24,50.0,0,0,0,7956236f
