Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Mitchell Duke,15,FW,31-316,2.jp Fagi Okayama,81,0,0,0,0,2,2,0,0,32,0,1,0,0.0,0.0,0.0,2,1,14,25,56.0,1,0,0,293f5bf9
Jamie Maclaren,9,FW,29-124,1.au Melb City,9,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,0,0,2a8ba67e
Riley McGree,14,FWLW,24-028,2.eng Middlesbrough,73,0,1,0,0,2,1,0,0,30,0,4,1,0.1,0.1,0.4,2,1,11,17,64.7,2,0,0,59d61727
Bailey Wright,8,CB,30-125,2.eng Sunderland,17,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,1,3,33.3,1,0,0,4be70ecf
Craig Goodwin,23,LM,30-349,1.au Adelaide,45,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,1,0,12,21,57.1,0,0,0,b2741e3d
Keanu Baccus,26,DMRM,24-176,1.sct St Mirren,45,0,0,0,0,1,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,7,12,58.3,1,0,1,19df2bf7
Jackson Irvine,22,CMAM,29-268,2.de St. Pauli,90,0,0,0,0,1,0,0,0,37,0,1,3,0.2,0.2,0.0,2,0,20,25,80.0,2,0,0,4637747c
Aaron Mooy,13,CMDM,32-076,1.sct Celtic,90,0,0,0,0,0,0,0,0,45,2,1,0,0.0,0.0,0.0,2,0,22,39,56.4,3,0,0,47b7e3af
Mathew Leckie,7,RMRWLM,31-299,1.au Melb City,88,1,0,0,0,1,1,0,0,46,1,0,1,0.1,0.1,0.1,2,0,17,30,56.7,0,0,5,b93b7882
Ajdin Hrustic,10,LM,26-148,1.it Hellas Verona,2,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,1,1,100.0,0,0,0,1f2d714c
Aziz Behich,16,LB,31-349,1.sct Dundee United,90,0,0,0,0,1,0,1,0,56,4,1,1,0.0,0.0,0.0,1,0,27,42,64.3,1,4,6,b6867b96
Kye Rowles,4,CB,24-159,1.sct Hearts,90,0,0,0,0,0,0,0,0,43,3,1,5,0.0,0.0,0.0,0,0,21,29,72.4,1,0,0,8caf6772
Harry Souttar,19,CB,24-039,2.eng Stoke City,90,0,0,0,0,0,0,0,0,36,1,2,1,0.0,0.0,0.0,1,0,16,22,72.7,3,0,0,0a6cb1b1
Miloš Degenek,2,RB,28-216,1.us Columbus Crew,90,0,0,0,0,0,0,1,0,52,4,1,2,0.0,0.0,0.0,0,0,20,40,50.0,1,0,1,c8e65157
Mathew Ryan,1,GK,30-236,1.dk FC Copenhagen,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.0,0,0,24,39,61.5,0,0,0,4535e4bb
