Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Gabriel Jesus,18,FW,25-243,1.eng Arsenal,63,0,0,0,0,2,1,0,0,19,1,1,0,0.4,0.4,0.1,3,0,11,12,91.7,2,0,1,b66315ae
Pedro,25,FW,25-165,1.br Flamengo,27,0,0,0,0,2,0,0,0,11,1,0,0,0.2,0.2,0.0,0,0,4,6,66.7,0,0,0,1ab6fad3
Martinelli,26,LW,21-167,1.eng Arsenal,90,0,0,0,0,4,3,0,0,48,1,0,2,0.5,0.5,0.1,7,0,22,30,73.3,2,3,7,48a5a5d6
Antony,19,RW,22-281,1.eng Manchester Utd,78,0,0,0,0,3,1,0,0,61,1,0,0,0.2,0.2,0.0,2,0,35,49,71.4,3,2,5,99127249
Raphinha,11,RW,25-353,1.es Barcelona,12,0,0,0,0,0,0,0,0,13,0,0,1,0.0,0.0,0.4,3,0,7,9,77.8,0,1,4,3423f250
Rodrygo,21,AM,21-327,1.es Real Madrid,54,0,0,0,0,2,0,0,0,40,2,0,1,0.1,0.1,0.2,6,0,23,31,74.2,2,2,2,8f5e92a6
Everton Ribeiro,22,AM,33-236,1.br Flamengo,36,0,0,0,0,0,0,0,0,21,1,0,0,0.0,0.0,0.1,2,0,15,18,83.3,2,0,1,68fb50a2
Fabinho,15,DM,29-040,1.eng Liverpool,90,0,0,0,0,0,0,0,0,63,3,1,0,0.0,0.0,0.0,4,0,51,57,89.5,6,0,0,7f3b388c
Fred,8,DM,29-272,1.eng Manchester Utd,54,0,0,0,0,2,0,0,0,37,1,0,0,0.3,0.3,0.2,3,0,30,34,88.2,5,0,0,b853e0ad
Bruno Guimarães,17,DM,25-016,1.eng Newcastle Utd,36,0,0,0,0,4,1,1,0,40,0,0,1,0.7,0.7,0.0,0,0,25,31,80.6,4,1,1,82518f62
Alex Telles,16,LB,29-352,1.es Sevilla,54,0,0,0,0,0,0,0,0,34,1,0,0,0.0,0.0,0.0,0,0,23,31,74.2,1,0,0,e73c9bb2
Marquinhos,4,LB,28-202,1.fr Paris S-G,36,0,0,0,0,0,0,0,0,34,0,0,1,0.0,0.0,0.8,4,0,33,33,100.0,3,0,0,d5f2f82b
Gleison Bremer,24,CB,25-259,1.it Juventus,90,0,0,0,0,0,0,0,0,75,1,0,1,0.0,0.0,0.0,1,0,62,66,93.9,1,0,0,5fd5ed86
Éder Militão,14,CB,24-318,1.es Real Madrid,90,0,0,0,0,1,1,1,0,81,1,0,0,0.0,0.0,0.0,1,0,71,77,92.2,4,0,0,2784f898
Dani Alves,13,RB,39-210,1.mx UNAM,90,0,0,0,0,1,0,0,0,92,5,1,1,0.1,0.1,0.0,3,0,67,79,84.8,4,1,2,c9e99e49
Ederson,23,GK,29-107,1.eng Manchester City,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,1,0,28,31,90.3,0,0,0,3bb7b8b4
