Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Henry Martín,20,FW,30-012,1.mx América,76,1,0,0,0,3,1,0,0,16,0,1,0,0.7,0.7,0.2,5,1,6,9,66.7,0,1,1,b585c991
Raúl Jiménez,9,FW,31-209,1.eng Wolves,14,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,5,9,55.6,0,0,0,b561db50
Alexis Vega,10,LW,25-005,1.mx Guadalajara,45,0,0,0,0,2,1,0,0,21,0,0,0,0.5,0.5,0.1,3,0,11,13,84.6,2,0,0,f40f4c38
Uriel Antuna,21,RWRM,25-101,1.mx Cruz Azul,45,0,0,0,0,1,0,0,0,14,1,0,1,0.1,0.1,0.0,1,0,5,8,62.5,0,0,0,a35f5848
Hirving Lozano,22,RWLWLM,27-123,1.it Napoli,90,0,0,0,0,4,2,0,0,47,2,0,2,0.2,0.2,1.0,14,0,19,35,54.3,2,1,3,a69e4806
Orbelín Pineda,17,AM,26-251,1.gr AEK Athens,76,0,0,0,0,4,1,0,0,46,4,0,2,0.3,0.3,0.1,1,0,18,25,72.0,3,0,2,411fabd7
Charly Rodríguez,8,CMAM,25-331,1.mx Cruz Azul,14,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.0,0,0,4,10,40.0,0,1,1,f0acf582
Luis Chávez,24,DMCM,26-319,1.mx Pachuca,90,1,0,0,0,9,4,0,0,72,1,0,1,0.3,0.3,0.0,9,1,34,56,60.7,4,1,2,e50949ea
Edson Álvarez,4,DM,25-037,1.nl Ajax,85,0,0,0,0,1,1,1,0,66,1,2,1,0.0,0.0,0.0,3,0,41,55,74.5,1,0,0,8b3ab7ad
Rogelio Funes Mori,11,FW,31-270,1.mx Monterrey,5,0,0,0,0,1,0,0,0,2,1,0,0,0.1,0.1,0.0,1,0,0,0,,0,0,0,bf9a2406
Jesús Gallardo,23,LB,28-107,1.mx Monterrey,90,0,0,0,0,1,0,0,0,64,2,1,1,0.1,0.1,0.0,4,0,34,55,61.8,2,2,2,d0846b6c
Héctor Moreno,15,CB,34-317,1.mx Monterrey,90,0,0,0,0,0,0,0,0,67,0,0,2,0.0,0.0,0.0,0,0,55,63,87.3,4,0,0,5d311e8d
César Montes,3,CB,25-279,1.mx Monterrey,90,0,1,0,0,0,0,0,0,78,4,2,0,0.0,0.0,0.5,3,2,53,69,76.8,3,0,0,28e957d7
Jorge Eduardo Sánchez,19,RB,24-355,1.nl Ajax,85,0,0,0,0,0,0,0,0,47,0,1,1,0.0,0.0,0.0,3,0,28,35,80.0,7,1,2,c8d1c3a5
Kevin Álvarez,26,RB,23-319,1.mx Pachuca,5,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,3,7,42.9,2,1,1,636b0833
Guillermo Ochoa,13,GK,37-140,1.mx América,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,2,0,41,45,91.1,0,0,0,1e9bde92
