Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Breel Embolo,7,FW,25-287,1.fr Monaco,75,0,0,0,0,0,0,0,0,18,0,0,1,0.0,0.0,0.0,1,0,8,12,66.7,1,0,3,0b4f388a
Haris Seferović,9,FW,30-279,1.tr Galatasaray,15,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,0,0,a45eac1f
Ruben Vargas,17,LW,24-115,1.de Augsburg,58,0,0,0,0,1,0,0,0,27,0,0,0,0.0,0.0,0.0,2,0,13,21,61.9,0,1,2,6ecbddf6
Edimilson Fernandes,2,LWRB,26-227,1.de Mainz 05,32,0,0,0,0,1,0,0,0,19,1,0,2,0.0,0.0,0.1,1,0,11,13,84.6,0,0,0,3bb625ac
Fabian Rieder,25,RW,20-285,1.ch Young Boys,58,0,0,0,0,0,0,1,0,22,3,0,1,0.0,0.0,0.0,0,0,8,17,47.1,0,1,1,c2bd8585
Renato Steffen,11,RW,31-025,1.ch Lugano,32,0,0,0,0,0,0,0,0,19,0,0,1,0.0,0.0,0.0,0,0,13,15,86.7,2,0,0,dd669209
Djibril Sow,15,AM,25-295,1.de Eint Frankfurt,74,0,0,0,0,2,0,0,0,27,1,1,0,0.2,0.2,0.0,1,0,17,19,89.5,2,0,1,4c6facae
Michel Aebischer,14,AMLW,25-326,1.it Bologna,16,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,0,0,f9c927de
Granit Xhaka,10,DM,30-062,1.eng Arsenal,90,0,0,0,0,0,0,0,0,79,2,0,2,0.0,0.0,0.0,0,0,60,68,88.2,4,0,0,e61b8aee
Remo Freuler,8,DM,30-227,1.eng Nott'ham Forest,90,0,0,0,0,0,0,0,0,48,3,0,1,0.0,0.0,0.0,1,0,33,38,86.8,3,0,2,98d2c2c4
Ricardo Rodríguez,13,LB,30-095,1.it Torino,90,0,0,0,0,0,0,0,0,58,2,0,0,0.0,0.0,0.0,2,0,39,56,69.6,2,0,0,7f78ad23
Nico Elvedi,4,CB,26-059,1.de M'Gladbach,90,0,0,0,0,0,0,0,0,82,0,1,3,0.0,0.0,0.0,1,0,66,71,93.0,2,0,0,48035304
Manuel Akanji,5,CB,27-132,1.eng Manchester City,90,0,0,0,0,1,0,0,0,87,2,1,1,0.0,0.0,0.0,0,0,67,78,85.9,2,0,0,89ac64a6
Silvan Widmer,3,RB,29-268,1.de Mainz 05,85,0,0,0,0,1,0,0,0,67,3,1,1,0.0,0.0,0.0,1,0,37,50,74.0,2,1,1,f68b64fc
Fabian Frei,20,AMRB,33-324,1.ch Basel,5,0,0,0,0,0,0,0,0,4,1,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,0,0,9fb640a8
Yann Sommer,1,GK,33-346,1.de M'Gladbach,90,0,0,0,0,0,0,0,0,51,0,0,0,0.0,0.0,0.0,0,0,45,49,91.8,0,0,0,420c18a1
