Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Youssef En-Nesyri,19,FW,25-196,1.es Sevilla,65,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,0,0,04e17fd5
Abderrazak Hamdallah,9,FW,31-362,1.sa Al-Ittihad,25,0,0,0,0,1,0,0,0,11,0,0,0,0.3,0.3,0.0,0,0,2,6,33.3,0,2,3,fe73f8c6
Sofiane Boufal,17,LWLM,29-088,1.fr Angers,65,0,0,0,0,1,0,1,0,28,1,0,2,0.0,0.0,0.0,2,0,12,20,60.0,2,1,3,b0c71810
Zakaria Aboukhlal,14,LW,22-299,1.fr Toulouse,25,0,0,0,0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,2,3,66.7,0,0,1,c2a6033c
Sofyan Amrabat,4,CM,26-115,1.it Fiorentina,90,0,0,0,0,1,0,0,0,90,2,0,0,0.0,0.0,0.0,2,0,67,81,82.7,3,0,0,5a2cb25d
Azzedine Ounahi,8,LMCM,22-239,1.fr Angers,90,0,0,0,0,4,1,0,0,89,1,0,0,0.3,0.3,0.0,7,0,66,77,85.7,7,3,3,83299cc0
Hakim Ziyech,7,RWRM,29-270,1.eng Chelsea,90,0,0,0,0,1,0,0,0,72,1,1,0,0.0,0.0,0.0,3,0,47,63,74.6,7,0,5,6622454d
Noussair Mazraoui,3,LB,25-030,1.de Bayern Munich,45,0,0,0,0,0,0,0,0,26,1,0,0,0.0,0.0,0.0,1,0,19,22,86.4,0,0,2,b74277a0
Yahya Attiat Allah,25,LB,27-287,1.ma Wydad Casablanca,45,0,0,0,0,1,0,0,0,26,1,0,0,0.1,0.1,0.0,1,0,21,27,77.8,1,0,0,432848a2
Jawad El Yamiq,18,CB,30-288,1.es Valladolid,90,0,0,0,0,1,1,0,0,100,1,2,1,0.0,0.0,0.0,1,0,90,95,94.7,2,0,0,f6f6b6e8
Romain Saïss,6,CB,32-263,1.tr Beşiktaş,20,0,0,0,0,0,0,0,0,17,0,0,0,0.0,0.0,0.0,0,0,16,17,94.1,0,0,0,9fbbcf39
Selim Amallah,15,RM,26-029,1.be Standard Liège,57,0,0,0,0,0,0,0,0,25,3,0,2,0.0,0.0,0.0,2,0,13,19,68.4,2,0,0,00eba9c9
Abdessamad Ezzalzouli,16,RM,20-362,1.es Osasuna,13,0,0,0,0,1,0,0,0,7,0,0,1,0.1,0.1,0.1,3,0,4,4,100.0,0,1,1,bed68338
Achraf Dari,20,CB,23-222,1.fr Brest,90,0,0,0,0,0,0,0,0,83,0,3,4,0.0,0.0,0.0,0,0,66,73,90.4,1,0,0,5069b796
Achraf Hakimi,2,RB,24-040,1.fr Paris S-G,90,0,0,0,0,1,0,0,0,86,4,1,0,0.0,0.0,0.0,1,0,61,71,85.9,3,0,3,e42d61c7
Yassine Bounou,1,GK,31-253,1.es Sevilla,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,30,31,96.8,0,0,0,f6798fc3
