Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Riley McGree,14,FW,24-024,2.eng Middlesbrough,63,0,0,0,0,0,0,0,0,28,0,0,3,0.0,0.0,0.0,1,1,14,21,66.7,1,0,0,59d61727
Ajdin Hrustic,10,FW,26-144,1.it Hellas Verona,27,0,0,0,0,0,0,0,0,16,0,1,0,0.0,0.0,0.0,0,0,8,10,80.0,0,0,2,1f2d714c
Mitchell Duke,15,FW,31-312,2.jp Fagi Okayama,63,1,0,0,0,4,2,0,0,31,0,0,2,0.3,0.3,0.0,2,1,10,18,55.6,0,1,2,293f5bf9
Jamie Maclaren,9,FW,29-120,1.au Melb City,27,0,0,0,0,0,0,0,0,9,0,1,0,0.0,0.0,0.0,1,0,5,9,55.6,0,0,0,2a8ba67e
Craig Goodwin,23,LM,30-345,1.au Adelaide,84,0,0,0,0,0,0,0,0,50,3,0,2,0.0,0.0,0.2,3,0,21,34,61.8,3,0,0,b2741e3d
Awer Mabil,11,LM,27-072,1.es Cádiz,6,0,0,0,0,0,0,0,0,4,0,1,1,0.0,0.0,0.0,0,0,1,1,100.0,0,0,1,922da988
Aaron Mooy,13,CM,32-072,1.sct Celtic,90,0,0,0,0,1,0,0,0,64,3,2,4,0.0,0.0,0.1,2,0,34,50,68.0,2,0,0,47b7e3af
Jackson Irvine,22,CM,29-264,2.de St. Pauli,90,0,0,0,0,1,0,0,0,48,2,0,3,0.1,0.1,0.0,1,0,29,32,90.6,4,0,0,4637747c
Mathew Leckie,7,RM,31-295,1.au Melb City,84,0,0,0,0,0,0,0,0,45,2,0,2,0.0,0.0,0.0,2,0,19,30,63.3,3,0,2,b93b7882
Keanu Baccus,26,RM,24-172,1.sct St Mirren,6,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,0,0,19df2bf7
Aziz Behich,16,LB,31-345,1.sct Dundee United,90,0,0,0,0,0,0,0,0,58,3,0,3,0.0,0.0,0.0,0,0,29,42,69.0,1,1,3,b6867b96
Kye Rowles,4,CB,24-155,1.sct Hearts,90,0,0,0,0,0,0,0,0,43,3,4,0,0.0,0.0,0.0,0,0,22,27,81.5,0,0,0,8caf6772
Harry Souttar,19,CB,24-035,2.eng Stoke City,90,0,0,0,0,0,0,0,0,48,1,0,4,0.0,0.0,0.0,0,0,25,35,71.4,0,0,0,0a6cb1b1
Fran Karačić,5,RB,26-198,2.it Brescia,74,0,0,0,0,3,0,0,0,48,1,2,1,0.2,0.2,0.1,2,0,22,38,57.9,2,0,0,e2f8c69c
Miloš Degenek,2,RB,28-212,1.us Columbus Crew,16,0,0,0,0,0,0,0,0,11,1,0,0,0.0,0.0,0.0,0,0,4,7,57.1,0,0,0,c8e65157
Mathew Ryan,1,GK,30-232,1.dk FC Copenhagen,90,0,0,0,0,0,0,0,0,42,0,0,0,0.0,0.0,0.0,1,0,18,39,46.2,0,0,0,4535e4bb
