Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Harry Kane,9,FW,29-129,1.eng Tottenham,90,1,0,0,0,3,2,0,0,37,0,0,2,0.5,0.5,0.0,2,1,17,25,68.0,6,2,3,21a66f6a
Phil Foden,20,LW,22-190,1.eng Manchester City,64,0,2,0,0,0,0,0,0,37,1,0,0,0.0,0.0,0.4,3,2,27,35,77.1,3,1,1,ed1e53f3
Jack Grealish,7,LW,27-085,1.eng Manchester City,26,0,0,0,0,0,0,0,0,16,2,1,0,0.0,0.0,0.0,1,0,7,9,77.8,2,0,3,b0b4fd3e
Bukayo Saka,17,RW,21-090,1.eng Arsenal,64,1,0,0,0,2,1,0,0,36,3,0,0,0.1,0.1,0.2,1,0,24,30,80.0,2,0,0,bc7dc64d
Marcus Rashford,11,RW,25-034,1.eng Manchester Utd,26,0,0,0,0,1,0,0,0,12,0,0,0,0.2,0.2,0.0,0,0,6,10,60.0,0,0,0,a1d5bd30
Jude Bellingham,22,LM,19-158,1.de Dortmund,76,0,1,0,0,0,0,0,0,50,4,2,2,0.0,0.0,0.1,3,3,30,34,88.2,3,3,6,57d88cf9
Mason Mount,19,LM,23-328,1.eng Chelsea,14,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,0,0,9674002f
Declan Rice,4,CM,23-324,1.eng West Ham,90,0,0,0,0,0,0,0,0,64,1,1,0,0.0,0.0,0.0,1,0,52,57,91.2,3,0,1,1c7012b8
Jordan Henderson,8,RM,32-170,1.eng Liverpool,81,1,0,0,0,1,1,0,0,54,2,0,1,0.1,0.1,0.0,0,0,40,47,85.1,3,0,1,935e6b8f
Kalvin Phillips,14,RM,27-002,1.eng Manchester City,9,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,1,0,0,4f565d77
Luke Shaw,3,LB,27-145,1.eng Manchester Utd,90,0,0,0,0,0,0,0,0,71,1,2,0,0.0,0.0,0.2,2,0,58,66,87.9,6,0,0,9c94165b
Harry Maguire,6,CB,29-274,1.eng Manchester Utd,90,0,0,0,0,0,0,0,0,84,4,1,1,0.0,0.0,0.0,1,0,62,76,81.6,5,0,0,d8931174
John Stones,5,CB,28-190,1.eng Manchester City,75,0,0,0,0,1,0,0,0,95,0,1,1,0.1,0.1,0.0,0,0,85,92,92.4,2,0,0,5eecec3d
Eric Dier,15,CB,28-323,1.eng Tottenham,15,0,0,0,0,0,0,0,0,13,1,0,0,0.0,0.0,0.0,0,0,10,11,90.9,0,0,0,ac861941
Kyle Walker,2,RB,32-190,1.eng Manchester City,90,0,0,0,0,0,0,0,0,91,2,1,0,0.0,0.0,0.0,0,0,70,80,87.5,3,1,1,86dd77d1
Jordan Pickford,1,GK,28-272,1.eng Everton,90,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0.0,0.0,1,0,38,48,79.2,0,0,0,4806ec67
