Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Boulaye Dia,9,FWRW,26-013,1.it Salernitana,89,0,0,0,0,2,0,0,0,23,1,0,0,0.3,0.3,0.0,0,0,5,10,50.0,0,0,1,244bc2c8
Pape Abou Cissé,4,RW,27-076,1.gr Olympiacos,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,8bc373ea
Ismaila Sarr,18,LW,24-277,2.eng Watford,90,1,0,1,1,2,0,0,0,38,0,1,0,0.9,0.1,0.0,6,1,14,23,60.9,3,3,8,bfdb33aa
Iliman Ndiaye,13,RW,22-268,2.eng Sheffield Utd,74,0,0,0,0,2,0,0,0,20,0,0,0,0.1,0.1,0.0,3,1,9,14,64.3,1,4,5,5ed97752
Bamba Dieng,20,FW,22-251,1.fr Marseille,16,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,4,6,66.7,0,0,0,40774c6b
Idrissa Gana Gueye,5,AM,33-064,1.eng Everton,90,0,0,0,0,1,0,1,0,40,0,3,0,0.2,0.2,0.0,2,1,24,33,72.7,1,1,2,72c812f3
Pape Gueye,26,DM,23-309,1.fr Marseille,90,0,0,0,0,2,1,0,0,41,3,0,2,0.1,0.1,0.2,1,0,19,28,67.9,2,0,0,7155e3e1
Pathé Ciss,11,DM,28-258,1.es Rayo Vallecano,74,0,0,0,0,1,0,0,0,32,1,0,1,0.0,0.0,0.0,0,0,20,25,80.0,4,1,2,9a0408b6
Nampalys Mendy,6,DM,30-159,1.eng Leicester City,16,0,0,0,0,0,0,0,0,12,1,1,1,0.0,0.0,0.0,1,0,9,10,90.0,2,0,0,1598599e
Ismail Jakobs,14,LB,23-104,1.fr Monaco,90,0,0,0,0,0,0,0,0,52,0,2,1,0.0,0.0,0.1,2,0,21,44,47.7,0,0,0,a0415710
Abdou Diallo,22,CB,26-209,1.de RB Leipzig,90,0,0,0,0,1,0,0,0,37,0,1,1,0.0,0.0,0.0,0,0,18,28,64.3,0,0,0,fc62f087
Kalidou Koulibaly,3,CB,31-162,1.eng Chelsea,90,1,0,0,0,2,1,0,0,50,4,2,1,0.5,0.5,0.0,0,0,18,31,58.1,3,0,0,da974c7b
Youssouf Sabaly,21,RB,29-269,1.es Betis,90,0,0,0,0,0,0,0,0,43,0,0,0,0.0,0.0,0.3,5,0,26,30,86.7,7,1,3,fbbb9269
Edouard Mendy,16,GK,30-273,1.eng Chelsea,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,16,30,53.3,0,0,0,33887998
