Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Henry Martín,20,FW,30-004,1.mx América,70,0,0,0,0,1,1,0,0,19,1,1,2,0.2,0.2,0.0,1,0,7,11,63.6,0,0,0,b585c991
Raúl Jiménez,9,FW,31-201,1.eng Wolves,20,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,6,8,75.0,2,0,0,b561db50
Alexis Vega,10,LW,24-362,1.mx Guadalajara,83,0,0,0,0,5,0,0,0,44,0,0,0,0.2,0.2,0.0,1,0,25,33,75.8,2,1,3,f40f4c38
Uriel Antuna,21,LW,25-093,1.mx Cruz Azul,7,0,0,0,0,1,1,0,0,7,0,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,0,0,a35f5848
Hirving Lozano,22,RW,27-115,1.it Napoli,90,0,0,0,0,1,1,0,0,44,5,0,1,0.0,0.0,0.0,5,0,20,34,58.8,5,4,6,a69e4806
Luis Chávez,24,LM,26-311,1.mx Pachuca,90,0,0,0,0,1,0,0,0,67,0,0,5,0.0,0.0,0.2,4,0,45,55,81.8,6,1,3,e50949ea
Edson Álvarez,4,CM,25-029,1.nl Ajax,90,0,0,0,0,0,0,0,0,65,2,2,0,0.0,0.0,0.2,1,0,45,59,76.3,1,1,1,8b3ab7ad
Héctor Herrera,16,RM,32-217,1.us Houston Dynamo,70,0,0,0,0,0,0,0,0,40,2,0,0,0.0,0.0,0.1,3,0,27,36,75.0,1,0,0,a8542814
Charly Rodríguez,8,RM,25-323,1.mx Cruz Azul,20,0,0,0,0,0,0,0,0,22,0,0,1,0.0,0.0,0.0,0,0,17,20,85.0,4,1,1,f0acf582
Jesús Gallardo,23,LB,28-099,1.mx Monterrey,90,0,0,0,0,0,0,0,0,65,4,0,3,0.0,0.0,0.0,3,0,40,51,78.4,1,1,2,d0846b6c
Héctor Moreno,15,CB,34-309,1.mx Monterrey,90,0,0,0,0,1,0,1,0,86,0,0,0,0.2,0.2,0.0,0,0,71,81,87.7,6,0,0,5d311e8d
César Montes,3,CB,25-271,1.mx Monterrey,90,0,0,0,0,0,0,0,0,77,1,0,0,0.0,0.0,0.0,0,0,57,69,82.6,4,0,0,28e957d7
Jorge Eduardo Sánchez,19,RB,24-347,1.nl Ajax,90,0,0,0,0,1,1,1,0,66,1,2,1,0.0,0.0,0.0,2,0,41,52,78.8,2,0,2,c8d1c3a5
Guillermo Ochoa,13,GK,37-132,1.mx América,90,0,0,0,0,0,0,0,0,36,0,0,0,0.0,0.0,0.0,1,0,32,33,97.0,0,0,0,1e9bde92
