Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Lionel Messi,10,FWRW,35-159,1.fr Paris S-G,90,0,0,0,1,6,3,0,0,83,1,0,0,1.2,0.4,0.5,9,0,59,71,83.1,12,4,7,d70ce98e
Julián Álvarez,9,LWFW,22-303,1.eng Manchester City,78,1,0,0,0,6,3,0,0,34,0,0,1,1.0,1.0,0.0,3,0,20,23,87.0,1,0,2,15ab5a2b
Lautaro Martínez,22,RW,25-100,1.it Inter,12,0,0,0,0,1,0,0,0,12,0,0,0,0.2,0.2,0.0,1,0,10,11,90.9,0,0,0,f7036e1c
Ángel Di María,11,RW,34-289,1.it Juventus,58,0,0,0,0,2,1,0,0,58,1,0,1,0.1,0.1,0.1,5,1,41,53,77.4,5,2,5,19cda00b
Leandro Paredes,5,CM,28-154,1.it Juventus,32,0,0,0,0,0,0,0,0,80,0,0,0,0.0,0.0,0.0,1,1,77,80,96.3,4,0,0,dff153a4
Alexis Mac Allister,20,LMLW,23-341,1.eng Brighton,83,1,0,0,0,2,2,0,0,66,3,0,1,0.3,0.3,0.3,5,0,50,53,94.3,3,0,0,83d074ff
Thiago Almada,16,CM,21-218,1.us Atlanta Utd,7,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.2,1,0,13,13,100.0,1,0,0,27f33438
Enzo Fernández,24,CMLM,21-317,1.pt Benfica,78,0,1,0,0,1,0,0,0,99,2,1,0,0.0,0.0,0.4,3,1,86,94,91.5,2,0,0,5ff4ab71
Germán Pezzella,6,CB,31-156,1.es Betis,12,0,0,0,0,0,0,0,0,18,0,0,0,0.0,0.0,0.0,0,0,18,18,100.0,1,0,0,8c725b43
Rodrigo De Paul,7,RMCM,28-190,1.es Atlético Madrid,90,0,0,0,0,1,1,0,0,160,2,2,2,0.6,0.6,0.0,6,0,139,151,92.1,4,0,1,162efffd
Marcos Acuña,8,LB,31-033,1.es Sevilla,58,0,0,0,0,2,0,1,0,52,1,0,1,0.1,0.1,0.0,0,0,35,43,81.4,1,0,0,81442ecb
Nicolás Tagliafico,3,LBLM,30-091,1.fr Lyon,32,0,0,0,0,1,0,0,0,39,0,0,0,0.2,0.2,0.2,2,0,38,39,97.4,0,0,0,f0661424
Nicolás Otamendi,19,CB,34-291,1.pt Benfica,90,0,0,0,0,0,0,0,0,98,1,2,1,0.0,0.0,0.0,1,0,89,92,96.7,7,0,0,0d267745
Cristian Romero,13,CB,24-217,1.eng Tottenham,90,0,0,0,0,0,0,0,0,81,0,0,0,0.0,0.0,0.0,0,0,70,78,89.7,2,0,0,a3d94a58
Nahuel Molina,26,RBRM,24-238,1.es Atlético Madrid,90,0,1,0,0,0,0,0,0,87,2,0,4,0.0,0.0,0.3,3,1,70,78,89.7,1,0,0,23610943
Emiliano Martínez,23,GK,30-089,1.eng Aston Villa,90,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,0,0,12,14,85.7,0,0,0,7956236f
