Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Leandro Trossard,17,FWAM,27-362,1.eng Brighton,58,0,0,0,0,0,0,0,0,33,0,0,1,0.0,0.0,0.0,2,0,22,30,73.3,2,0,1,38ceb24a
Thorgan Hazard,16,LWRB,29-247,1.de Dortmund,32,0,0,0,0,0,0,0,0,14,1,0,2,0.0,0.0,0.5,3,0,10,10,100.0,1,0,0,50871bcc
Yannick Carrasco,11,LWAM,29-088,1.es Atlético Madrid,71,0,0,0,0,4,0,0,0,43,1,1,1,0.3,0.3,0.0,4,0,25,31,80.6,3,1,2,de39485a
Jeremy Doku,25,AMLW,20-188,1.fr Rennes,19,0,0,0,0,0,0,0,0,16,0,0,0,0.0,0.0,0.0,3,0,8,14,57.1,1,2,4,fffea3e5
Kevin De Bruyne,7,RWAM,31-156,1.eng Manchester City,90,0,0,0,0,2,1,0,0,46,0,0,1,0.1,0.1,0.6,3,0,25,37,67.6,6,2,2,e46012d4
Dries Mertens,14,AM,35-209,1.tr Galatasaray,45,0,0,0,0,2,0,0,0,19,0,0,0,0.7,0.7,0.1,3,0,12,17,70.6,0,0,0,89b2c8a9
Romelu Lukaku,9,FW,29-202,1.it Inter,45,0,0,0,0,5,2,0,0,14,0,0,0,1.7,1.7,0.0,1,0,5,8,62.5,0,1,1,5eae500a
Axel Witsel,6,DM,33-323,1.es Atlético Madrid,90,0,0,0,0,1,0,0,0,64,0,3,1,0.0,0.0,0.0,1,0,48,52,92.3,2,0,0,5dfc6ad5
Leander Dendoncker,19,DM,27-230,1.eng Aston Villa,71,0,0,0,0,0,0,1,0,53,4,0,1,0.0,0.0,0.4,3,0,45,46,97.8,7,0,1,5a7301ae
Youri Tielemans,8,DM,25-208,1.eng Leicester City,19,0,0,0,0,0,0,0,0,17,0,1,2,0.0,0.0,0.0,0,0,11,14,78.6,0,0,0,56f7a928
Timothy Castagne,21,LB,26-361,1.eng Leicester City,90,0,0,0,0,0,0,0,0,96,2,0,0,0.0,0.0,0.0,1,0,80,85,94.1,4,0,0,197640fd
Jan Vertonghen,5,CB,35-221,1.be Anderlecht,90,0,0,0,0,1,0,0,0,98,0,2,0,0.1,0.1,0.0,0,0,84,90,93.3,3,0,0,ba23a904
Toby Alderweireld,2,CB,33-274,1.be Antwerp,90,0,0,0,0,0,0,0,0,107,2,0,2,0.0,0.0,0.0,1,0,82,95,86.3,3,0,0,f7d50789
Thomas Meunier,15,RB,31-080,1.de Dortmund,86,0,0,0,0,1,0,0,0,82,4,0,0,0.1,0.1,0.5,5,0,54,71,76.1,6,0,0,e162b013
Eden Hazard,10,RW,31-328,1.es Real Madrid,4,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,1,1,a39bb753
Thibaut Courtois,1,GK,30-204,1.es Real Madrid,90,0,0,0,0,0,0,0,0,39,0,0,0,0.0,0.0,0.0,0,0,33,36,91.7,0,0,0,1840e36d
