Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Bruno Petković,16,FW,28-080,1.hr Dinamo Zagreb,61,0,0,0,0,0,0,0,0,19,3,0,0,0.0,0.0,0.0,0,0,7,14,50.0,1,0,1,24228180
Ante Budimir,17,FW,31-136,1.es Osasuna,44,0,0,0,0,1,0,0,0,12,1,0,0,0.2,0.2,0.0,1,0,2,5,40.0,0,0,0,8f3565b3
Marko Livaja,14,FW,29-101,1.hr Hajduk Split,15,0,0,0,0,1,1,0,0,6,0,0,0,0.1,0.1,0.0,0,0,3,5,60.0,1,0,0,6e5497ca
Ivan Perišić,4,LW,33-306,1.eng Tottenham,105,1,0,0,0,5,2,0,0,56,0,1,3,0.3,0.3,0.1,3,0,19,33,57.6,1,0,0,6fe90922
Mislav Oršić,18,LW,29-341,1.hr Dinamo Zagreb,15,0,0,0,0,1,0,0,0,7,0,0,0,0.1,0.1,0.1,2,0,3,6,50.0,0,1,1,ee950928
Andrej Kramarić,9,RW,31-169,1.de Hoffenheim,67,0,0,0,0,2,0,0,0,28,1,0,0,0.4,0.4,0.0,2,0,18,19,94.7,0,1,1,603cb947
Mario Pašalić,15,RW,27-299,1.it Atalanta,53,0,0,0,0,2,0,0,0,27,1,0,1,0.2,0.2,0.0,1,0,10,15,66.7,0,0,0,e599253a
Mateo Kovačić,8,LM,28-213,1.eng Chelsea,98,0,0,0,0,1,0,1,0,70,3,0,2,0.0,0.0,0.0,1,0,51,59,86.4,5,0,1,79c0821a
Nikola Vlašić,13,LM,25-062,1.it Torino,22,0,0,0,0,0,0,0,0,14,0,0,1,0.0,0.0,0.0,1,0,11,11,100.0,1,0,0,aa8e289e
Marcelo Brozović,11,CM,30-019,1.it Inter,120,0,0,0,0,0,0,0,0,141,1,0,1,0.0,0.0,0.2,4,0,115,132,87.1,9,0,0,33b8d077
Luka Modrić,10,RM,37-087,1.es Real Madrid,98,0,0,0,0,1,1,0,0,86,1,1,0,0.0,0.0,0.0,0,0,64,76,84.2,6,0,1,6025fab1
Lovro Majer,7,RM,24-322,1.fr Rennes,22,0,0,0,0,1,0,0,0,20,0,0,0,0.1,0.1,0.0,0,0,17,18,94.4,0,0,0,fc46aab1
Borna Barišić,3,LB,30-025,1.sct Rangers,120,0,0,0,0,1,0,1,0,81,1,0,1,0.0,0.0,0.1,2,0,50,69,72.5,3,0,0,712dd708
Joško Gvardiol,20,CB,20-316,1.de RB Leipzig,120,0,0,0,0,1,0,0,0,109,1,2,0,0.1,0.1,0.0,2,0,77,92,83.7,2,0,0,5ad50391
Dejan Lovren,6,CB,33-153,1.ru Zenit,120,0,1,0,0,0,0,0,0,116,1,1,1,0.0,0.0,0.0,1,1,90,106,84.9,5,0,0,1a2935f6
Josip Juranović,22,RB,27-111,1.sct Celtic,120,0,0,0,0,0,0,0,0,105,0,0,0,0.0,0.0,0.1,3,1,79,98,80.6,7,0,0,0a084b35
Dominik Livaković,1,GK,27-330,1.hr Dinamo Zagreb,120,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,34,43,79.1,0,0,0,58f077c0
