Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Marco Asensio,10,FWRW,26-310,1.es Real Madrid,65,0,0,0,0,1,0,0,0,39,0,0,0,0.1,0.1,0.0,1,0,27,34,79.4,1,0,1,45af8a54
Koke,8,RM,30-323,1.es Atlético Madrid,25,0,0,0,0,0,0,0,0,16,1,0,0,0.0,0.0,0.0,0,0,8,12,66.7,1,0,0,55126f3b
Dani Olmo,21,LW,24-204,1.de RB Leipzig,90,0,0,0,0,2,2,0,0,61,0,1,3,0.1,0.1,0.2,4,1,34,44,77.3,3,0,4,ae44e8e2
Ferrán Torres,11,RW,22-271,1.es Barcelona,53,0,0,0,0,2,0,0,0,26,0,0,0,0.1,0.1,0.0,0,0,11,20,55.0,2,0,2,9e1035f8
Álvaro Morata,7,FW,30-035,1.es Atlético Madrid,37,1,0,0,0,1,1,0,0,13,0,0,1,0.3,0.3,0.0,0,0,3,7,42.9,0,0,1,129af0db
Pedri,26,LM,20-002,1.es Barcelona,90,0,0,0,0,0,0,0,0,74,1,2,2,0.0,0.0,0.0,0,0,56,63,88.9,6,4,7,0d9b2d31
Sergio Busquets,5,CM,34-134,1.es Barcelona,90,0,0,0,0,0,0,1,0,50,2,0,1,0.0,0.0,0.0,1,0,40,43,93.0,2,1,1,5ab0ea87
Gavi,9,RM,18-114,1.es Barcelona,65,0,0,0,0,0,0,0,0,20,4,0,1,0.0,0.0,0.0,1,0,9,12,75.0,1,0,0,19cae58d
Nico Williams,12,RW,20-138,1.es Athletic Club,25,0,0,0,0,0,0,0,0,17,1,0,1,0.0,0.0,0.0,0,0,7,9,77.8,1,1,4,afdc14d7
Jordi Alba,18,LB,33-251,1.es Barcelona,81,0,1,0,0,1,0,0,0,93,4,1,2,0.0,0.0,0.3,4,1,69,81,85.2,5,0,1,4601e194
Alejandro Balde,14,LB,19-040,1.es Barcelona,9,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,8,9,88.9,0,0,0,5ccc9672
Aymeric Laporte,24,CB,28-184,1.eng Manchester City,90,0,0,0,0,0,0,0,0,107,0,2,0,0.0,0.0,0.0,0,0,94,103,91.3,2,0,0,119b9a8e
Rodri,16,CB,26-158,1.eng Manchester City,90,0,0,0,0,0,0,0,0,118,3,1,2,0.0,0.0,0.0,0,0,90,106,84.9,2,0,0,6434f10d
Dani Carvajal,20,RB,30-320,1.es Real Madrid,90,0,0,0,0,0,0,0,0,73,0,1,0,0.0,0.0,0.0,1,0,65,74,87.8,2,0,0,4958bfb2
Unai Simón,23,GK,25-169,1.es Athletic Club,90,0,0,0,0,0,0,0,0,58,0,0,0,0.0,0.0,0.0,0,0,48,53,90.6,0,0,0,5dcf3e90
