Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Gonçalo Ramos,26,FW,21-169,1.pt Benfica,72,3,1,0,0,6,5,0,0,25,0,0,0,1.5,1.5,0.4,2,1,7,10,70.0,2,0,1,f63cda26
Cristiano Ronaldo,7,FWLW,37-304,1.eng Manchester Utd,18,0,0,0,0,1,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,4,5,80.0,1,0,0,dea698d9
João Félix,11,LW,23-026,1.es Atlético Madrid,73,0,2,0,0,1,0,0,0,38,2,1,0,0.1,0.1,0.4,5,2,27,33,81.8,4,2,3,8aafd64f
Ricardo Horta,21,LW,28-082,1.pt Braga,17,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,9,12,75.0,0,0,0,6603fed7
Bruno Fernandes,8,RW,28-089,1.eng Manchester Utd,86,0,1,0,0,0,0,0,0,48,2,0,2,0.0,0.0,0.8,4,2,32,39,82.1,2,0,1,507c7bdf
Rafael Leão,15,RW,23-179,1.it Milan,4,1,0,0,0,1,1,0,0,4,0,0,0,0.0,0.0,0.0,1,1,2,3,66.7,0,0,0,20730eae
Bernardo Silva,10,LMRM,28-118,1.eng Manchester City,80,0,0,0,0,0,0,0,0,52,0,1,1,0.0,0.0,0.0,4,1,40,47,85.1,2,0,2,3eb22ec9
Rúben Neves,18,CM,25-268,1.eng Wolves,10,0,0,0,0,0,0,0,0,14,0,1,0,0.0,0.0,0.0,0,0,13,13,100.0,0,0,0,44bfb6c5
William Carvalho,14,CMLM,30-243,1.es Betis,90,0,0,0,0,0,0,0,0,64,1,0,1,0.0,0.0,0.0,0,0,55,61,90.2,2,0,0,dee86451
Otávio,25,RM,27-300,1.pt Porto,73,0,0,0,0,1,1,0,0,39,1,0,0,0.1,0.1,0.1,2,1,31,35,88.6,2,0,0,28b1f3ce
Vitinha,16,RMLM,22-296,1.fr Paris S-G,17,0,0,0,0,0,0,0,0,15,2,1,0,0.0,0.0,0.0,1,0,10,12,83.3,0,0,0,3b029691
Raphaël Guerreiro,5,LB,28-349,1.de Dortmund,90,1,1,0,0,2,1,0,0,53,2,1,0,0.3,0.3,0.3,5,2,40,44,90.9,6,1,1,048a1cbc
Rúben Dias,4,CB,25-206,1.eng Manchester City,90,0,0,0,0,1,0,0,0,51,1,1,0,0.0,0.0,0.0,0,0,38,47,80.9,1,0,0,31c69ef1
Pepe,3,CB,39-283,1.pt Porto,90,1,0,0,0,2,1,0,0,63,0,1,3,0.3,0.3,0.0,0,0,39,55,70.9,0,0,0,c906ce0f
Diogo Dalot,2,RB,23-263,1.eng Manchester Utd,90,0,0,0,0,0,0,0,0,49,4,1,5,0.0,0.0,0.0,1,0,30,37,81.1,2,0,0,d9565625
Diogo Costa,22,GK,23-078,1.pt Porto,90,0,0,0,0,0,0,0,0,35,0,0,0,0.0,0.0,0.0,0,0,18,32,56.3,0,0,0,93fffbcf
