Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Eric Maxim Choupo-Moting,13,FW,33-246,1.de Bayern Munich,73,0,0,0,0,2,1,0,0,26,0,1,0,0.2,0.2,0.0,2,0,14,17,82.4,2,1,1,0e6bc38c
Vincent Aboubakar,10,FW,30-306,1.sa Al-Nassr,17,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,6,8,75.0,0,1,1,8637e09a
Karl Toko Ekambi,12,LW,30-071,1.fr Lyon,73,0,0,0,0,1,0,0,0,35,0,0,0,0.2,0.2,0.2,3,0,27,31,87.1,0,0,1,5ceba7fc
Georges-Kévin N'Koudou,7,LW,27-284,1.tr Beşiktaş,17,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,1,0,2,76c131da
Bryan Mbeumo,20,RW,23-109,1.eng Brentford,90,0,0,0,0,1,1,0,0,53,0,0,1,0.0,0.0,0.1,4,0,30,45,66.7,2,1,2,6afaebf2
Martin Hongla,18,LM,24-253,1.it Hellas Verona,67,0,0,0,0,1,1,0,0,42,0,1,1,0.1,0.1,0.1,5,0,29,34,85.3,3,1,2,b85bf253
Gaël Ondoua,5,LM,27-020,2.de Hannover 96,23,0,0,0,0,0,0,0,0,12,0,1,1,0.0,0.0,0.0,0,0,7,9,77.8,3,0,0,7c41b738
Samuel Oum Gouet,14,CM,24-346,1.be Mechelen,90,0,0,0,0,0,0,0,0,58,1,0,0,0.0,0.0,0.0,0,0,48,52,92.3,2,0,0,b82359be
Andre-Frank Zambo Anguissa,8,RM,27-008,1.it Napoli,90,0,0,0,0,1,1,0,0,71,2,2,0,0.1,0.1,0.0,0,0,56,60,93.3,6,1,2,6bb2c084
Nouhou Tolo,25,LB,25-154,1.us Seattle,90,0,0,0,0,0,0,0,0,61,4,1,1,0.0,0.0,0.0,0,0,42,48,87.5,3,0,2,0796512f
Nicolas Nkoulou,3,CB,32-242,1.gr Aris,90,0,0,0,0,1,1,0,0,66,1,2,1,0.2,0.2,0.0,0,0,50,58,86.2,1,0,0,93cf32a8
Jean-Charles Castelletto,21,CB,27-302,1.fr Nantes,90,0,0,0,0,0,0,0,0,59,2,3,1,0.0,0.0,0.0,0,0,41,47,87.2,4,1,1,e0f3a1f6
Collins Fai,19,RB,30-103,1.sa Al-Ta'ee,90,0,0,0,0,1,0,1,0,65,2,0,0,0.0,0.0,0.0,1,0,42,61,68.9,1,0,0,46e58246
André Onana,23,GK,26-236,1.it Inter,80,0,0,0,0,0,0,0,0,60,0,0,0,0.0,0.0,0.0,0,0,45,59,76.3,0,0,0,e9c0c1b2
Moumi Ngamaleu,6,RW,28-138,1.ru Dynamo Mosc,10,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,0,0,0193a8bf
