Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Andrej Kramarić,9,FW,31-173,1.de Hoffenheim,71,0,0,0,0,2,0,0,0,32,0,0,1,0.1,0.1,0.0,0,0,21,25,84.0,1,0,0,603cb947
Bruno Petković,16,FW,28-084,1.hr Dinamo Zagreb,49,1,0,0,0,1,1,1,0,15,1,0,2,0.1,0.1,0.1,2,0,5,5,100.0,0,1,1,24228180
Ivan Perišić,4,LWLB,33-310,1.eng Tottenham,120,0,0,0,0,3,0,0,0,47,1,0,2,0.3,0.3,0.0,0,0,17,35,48.6,1,0,0,6fe90922
Mario Pašalić,15,RW,27-303,1.it Atalanta,71,0,0,0,0,0,0,0,0,40,3,1,0,0.0,0.0,0.2,2,0,27,31,87.1,2,0,1,e599253a
Nikola Vlašić,13,RWRM,25-066,1.it Torino,49,0,0,0,0,1,0,0,0,14,0,0,0,0.0,0.0,0.0,1,1,8,10,80.0,1,2,3,aa8e289e
Mateo Kovačić,8,LM,28-217,1.eng Chelsea,105,0,0,0,0,0,0,0,0,87,4,1,2,0.0,0.0,0.0,0,0,68,75,90.7,2,2,4,79c0821a
Lovro Majer,7,CMLM,24-326,1.fr Rennes,15,0,0,0,0,1,0,0,0,20,1,0,0,0.0,0.0,0.0,1,0,12,15,80.0,0,0,0,fc46aab1
Marcelo Brozović,11,CM,30-023,1.it Inter,113,0,0,0,0,1,0,1,0,126,4,3,4,0.1,0.1,0.0,1,0,96,110,87.3,1,0,1,33b8d077
Mislav Oršić,18,LM,29-345,1.hr Dinamo Zagreb,7,0,1,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.1,1,1,1,1,100.0,0,0,0,ee950928
Luka Modrić,10,RMCM,37-091,1.es Real Madrid,120,0,0,0,0,0,0,0,0,130,3,1,2,0.0,0.0,0.1,3,0,106,121,87.6,19,0,2,6025fab1
Borna Sosa,19,LB,24-322,1.de Stuttgart,109,0,0,0,0,0,0,0,0,54,5,0,1,0.0,0.0,0.0,0,0,30,40,75.0,1,0,0,af0d79a9
Ante Budimir,17,FW,31-140,1.es Osasuna,11,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,8f3565b3
Joško Gvardiol,20,CB,20-320,1.de RB Leipzig,120,0,0,0,0,0,0,0,0,82,1,1,2,0.0,0.0,0.0,0,0,62,68,91.2,1,0,0,5ad50391
Dejan Lovren,6,CB,33-157,1.ru Zenit,120,0,0,0,0,0,0,0,0,101,1,1,0,0.0,0.0,0.0,0,0,83,89,93.3,2,0,0,1a2935f6
Josip Juranović,22,RB,27-115,1.sct Celtic,120,0,0,0,0,0,0,0,0,89,4,1,1,0.0,0.0,0.1,7,0,66,75,88.0,3,0,1,0a084b35
Dominik Livaković,1,GK,27-334,1.hr Dinamo Zagreb,120,0,0,0,0,0,0,0,0,48,0,0,0,0.0,0.0,0.0,0,0,34,41,82.9,0,0,0,58f077c0
