Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Cristiano Ronaldo,7,FW,37-300,1.eng Manchester Utd,64,0,0,0,0,2,0,0,0,24,0,0,0,0.3,0.3,0.0,0,0,16,20,80.0,0,0,1,dea698d9
André Silva,9,FW,27-026,1.de RB Leipzig,26,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.1,3,0,9,11,81.8,1,0,0,3effaa34
João Mário,17,LWRM,29-317,1.pt Benfica,81,0,0,0,0,0,0,0,0,48,2,0,1,0.0,0.0,0.0,1,0,34,37,91.9,1,0,1,f0021247
Bernardo Silva,10,LM,28-114,1.eng Manchester City,9,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,0,0,0,3eb22ec9
Ricardo Horta,21,RW,28-078,1.pt Braga,90,1,0,0,0,3,2,0,0,29,1,1,1,0.8,0.8,0.1,1,0,14,22,63.6,1,0,0,6603fed7
Vitinha,16,LM,22-292,1.fr Paris S-G,81,0,0,0,0,2,2,0,0,69,1,0,0,0.1,0.1,0.0,3,0,58,62,93.5,6,1,2,3b029691
William Carvalho,14,RM,30-239,1.es Betis,9,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,13,14,92.9,0,0,0,dee86451
Rúben Neves,18,CM,25-264,1.eng Wolves,64,0,0,0,0,0,0,0,0,68,0,0,1,0.0,0.0,0.0,2,0,60,62,96.8,2,0,0,44bfb6c5
Rafael Leão,15,LW,23-175,1.it Milan,26,0,0,0,0,1,0,0,0,12,0,0,0,0.0,0.0,0.0,0,0,7,10,70.0,0,0,1,20730eae
Matheus Nunes,23,RM,24-097,1.eng Wolves,64,0,0,0,0,1,0,0,0,33,0,0,1,0.0,0.0,0.0,0,0,23,28,82.1,0,1,1,e6af02e0
João Palhinha,6,CM,27-146,1.eng Fulham,26,0,0,0,0,1,0,0,0,19,0,0,0,0.0,0.0,0.0,1,0,15,17,88.2,0,1,1,a78ff07f
João Cancelo,20,LB,28-189,1.eng Manchester City,90,0,0,0,0,2,1,0,0,103,1,2,1,0.0,0.0,0.0,0,0,75,93,80.6,4,3,7,bd6351cd
António Silva,24,CB,19-033,1.pt Benfica,90,0,0,0,0,0,0,0,0,67,1,1,2,0.0,0.0,0.0,1,0,60,62,96.8,3,0,0,8f0435c7
Pepe,3,CB,39-279,1.pt Porto,90,0,0,0,0,0,0,0,0,86,2,2,2,0.0,0.0,0.0,1,0,63,73,86.3,2,1,1,c906ce0f
Diogo Dalot,2,RB,23-259,1.eng Manchester Utd,90,0,1,0,0,1,1,0,0,76,3,0,1,0.0,0.0,0.7,6,2,53,69,76.8,3,1,2,d9565625
Diogo Costa,22,GK,23-074,1.pt Porto,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,1,0,25,35,71.4,0,0,0,93fffbcf
