Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Eric Maxim Choupo-Moting,13,FW,33-250,1.de Bayern Munich,90,1,0,0,0,1,1,0,0,31,2,0,0,0.6,0.6,0.0,2,0,18,26,69.2,3,2,4,0e6bc38c
Karl Toko Ekambi,12,LWLM,30-075,1.fr Lyon,66,0,0,0,0,1,1,0,0,18,0,1,1,0.0,0.0,0.0,0,0,9,13,69.2,0,0,1,5ceba7fc
Christian Bassogog,11,AM,27-041,1.cn Shanghai Shen,24,0,0,0,0,0,0,1,0,13,0,1,0,0.0,0.0,0.0,0,0,5,9,55.6,0,2,4,395cd1d9
Bryan Mbeumo,20,RWAMRM,23-113,1.eng Brentford,80,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.1,3,0,12,26,46.2,1,0,3,6afaebf2
Georges-Kévin N'Koudou,7,AM,27-288,1.tr Beşiktaş,10,0,0,0,0,1,1,0,0,10,0,0,0,0.0,0.0,0.0,1,0,6,8,75.0,0,0,0,76c131da
Pierre Kunde,15,LMCM,27-125,1.gr Olympiacos,66,0,0,0,0,4,2,0,0,32,1,2,0,0.2,0.2,0.1,2,0,16,23,69.6,1,0,0,9ceb7642
Gaël Ondoua,5,DM,27-024,2.de Hannover 96,24,0,0,0,0,0,0,0,0,13,2,1,0,0.0,0.0,0.0,0,0,10,10,100.0,1,0,0,7c41b738
Martin Hongla,18,CM,24-257,1.it Hellas Verona,54,0,0,0,0,0,0,0,0,31,0,1,1,0.0,0.0,0.0,0,0,20,27,74.1,0,1,1,b85bf253
Vincent Aboubakar,10,FW,30-310,1.sa Al-Nassr,36,1,1,0,0,3,2,0,0,13,0,0,0,0.4,0.4,0.6,5,2,7,8,87.5,1,4,4,8637e09a
Andre-Frank Zambo Anguissa,8,RMDMCM,27-012,1.it Napoli,80,0,0,0,0,0,0,0,0,31,1,2,1,0.0,0.0,0.0,0,0,18,22,81.8,0,0,0,6bb2c084
Samuel Oum Gouet,14,DM,24-350,1.be Mechelen,10,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,1,0,4,7,57.1,1,0,0,b82359be
Nouhou Tolo,25,LB,25-158,1.us Seattle,90,0,0,0,0,0,0,0,0,49,0,4,2,0.0,0.0,0.0,1,0,26,39,66.7,0,1,2,0796512f
Nicolas Nkoulou,3,CB,32-246,1.gr Aris,90,0,0,0,0,2,0,1,0,49,1,3,1,0.1,0.1,0.0,2,1,29,33,87.9,0,0,0,93cf32a8
Jean-Charles Castelletto,21,CB,27-306,1.fr Nantes,90,1,1,0,0,1,1,0,0,50,1,3,1,0.9,0.9,0.3,1,1,25,35,71.4,2,0,0,e0f3a1f6
Collins Fai,19,RB,30-107,1.sa Al-Ta'ee,90,0,0,0,0,0,0,0,0,69,0,1,2,0.0,0.0,0.0,3,1,39,62,62.9,2,0,1,46e58246
Devis Epassy,16,GK,29-299,1.sa Abha,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,27,42,64.3,0,0,0,e171b085
