Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Daniel James,20,FW,25-011,1.eng Fulham,45,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,0,0,8,10,80.0,0,0,1,c931d9f9
Kieffer Moore,13,FW,30-105,1.eng Bournemouth,45,0,0,0,0,2,0,0,0,23,1,0,0,0.4,0.4,0.1,1,0,11,13,84.6,2,0,1,01ce9e70
Gareth Bale,11,FWLW,33-128,1.us Los Angeles FC,90,1,0,1,1,0,0,1,0,30,1,1,1,0.8,0.0,0.0,2,1,12,22,54.5,2,0,2,a58bb1e1
Harry Wilson,8,CMLM,25-244,1.eng Fulham,89,0,0,0,0,0,0,0,0,41,3,1,1,0.0,0.0,0.5,3,0,24,30,80.0,1,0,0,c6dc9ecd
Sorba Thomas,22,LM,23-091,2.eng Huddersfield,1,0,0,0,0,0,0,0,0,6,1,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,0,1,8725a42e
Ethan Ampadu,15,CM,22-068,1.it Spezia,89,0,0,0,0,1,0,0,0,59,2,1,3,0.0,0.0,0.0,0,0,30,43,69.8,3,0,1,10b9fa99
Joe Morrell,16,CM,25-322,3.eng Portsmouth,1,0,0,0,0,0,0,0,0,5,1,0,1,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,3b935a91
Aaron Ramsey,10,CM,31-330,1.fr Nice,90,0,0,0,0,0,0,0,0,44,1,0,1,0.0,0.0,0.0,1,0,23,30,76.7,2,2,4,ef619b0b
Neco Williams,3,WB,21-222,1.eng Nott'ham Forest,78,0,0,0,0,0,0,0,0,48,1,3,2,0.0,0.0,0.0,1,0,24,36,66.7,1,0,2,dd323728
Brennan Johnson,9,RWRM,21-182,1.eng Nott'ham Forest,12,0,0,0,0,1,1,0,0,9,0,0,0,0.1,0.1,0.0,1,1,3,5,60.0,0,0,2,0cd31129
Connor Roberts,14,WBRMRB,27-059,2.eng Burnley,90,0,0,0,0,0,0,0,0,59,2,0,0,0.0,0.0,0.0,2,0,37,50,74.0,4,0,0,24fae784
Ben Davies,4,CBLB,29-211,1.eng Tottenham,90,0,0,0,0,2,1,0,0,62,0,1,2,0.3,0.3,0.0,1,0,41,51,80.4,0,1,1,44781702
Joe Rodon,6,CB,25-030,1.fr Rennes,90,0,0,0,0,0,0,0,0,69,1,1,0,0.0,0.0,0.0,0,0,53,62,85.5,0,0,0,8d62d31a
Chris Mepham,5,CB,25-016,1.eng Bournemouth,90,0,0,0,0,0,0,1,0,65,4,0,0,0.0,0.0,0.1,1,0,45,56,80.4,1,0,0,fed96827
Wayne Hennessey,1,GK,35-301,1.eng Nott'ham Forest,90,0,0,0,0,0,0,0,0,33,0,0,0,0.0,0.0,0.0,0,0,20,32,62.5,0,0,0,76eca7e2
