Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Michael Estrada,11,FW,26-232,1.mx Cruz Azul,73,0,0,0,0,2,0,0,0,26,1,0,0,0.3,0.3,0.0,3,0,13,19,68.4,2,0,0,773f5f12
Jeremy Sarmiento,16,AM,20-162,1.eng Brighton,17,0,0,0,0,0,0,0,0,14,0,0,0,0.0,0.0,0.0,2,0,7,11,63.6,0,0,2,ac0d576d
Enner Valencia,13,AMFW,33-021,1.tr Fenerbahçe,89,1,0,0,0,5,2,0,0,36,0,0,0,1.2,1.2,0.3,4,0,16,22,72.7,1,0,1,fb485406
Kevin Rodríguez,26,FW,22-266,,1,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,189fb038
Gonzalo Plata,19,AM,22-024,1.es Valladolid,89,0,0,0,0,1,0,0,0,43,1,0,0,0.1,0.1,0.1,1,0,27,33,81.8,0,1,4,54bcdeb0
Romario Ibarra,10,AM,28-062,1.mx Pachuca,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,b494ccf5
Moisés Caicedo,23,CM,21-023,1.eng Brighton,90,0,0,0,0,2,0,0,0,65,5,0,2,0.1,0.1,0.0,2,0,40,52,76.9,0,0,0,16264a81
Jhegson Méndez,20,CM,25-213,1.us Los Angeles FC,90,0,0,0,0,0,0,1,0,68,1,0,0,0.0,0.0,0.0,0,0,53,63,84.1,2,0,0,db0c5324
Pervis Estupiñán,7,WB,24-308,1.eng Brighton,90,0,0,0,0,1,1,0,0,71,1,1,2,0.1,0.1,0.1,6,1,43,58,74.1,3,0,5,d38fdf53
Ángelo Preciado,17,WB,24-280,1.be Genk,90,0,0,0,0,3,0,0,0,46,0,3,0,0.0,0.0,0.2,3,0,26,37,70.3,0,0,2,eadc8e4f
Piero Hincapié,3,CB,20-320,1.de Leverkusen,90,0,0,0,0,0,0,0,0,57,4,1,2,0.0,0.0,0.0,0,0,27,42,64.3,4,0,0,0c7a48f8
Félix Torres Caicedo,2,CB,25-318,1.mx Santos,90,0,0,0,0,0,0,0,0,78,1,1,0,0.0,0.0,0.0,1,0,59,71,83.1,1,0,0,c0a8860f
Jackson Porozo,25,CB,22-113,1.fr Troyes,90,0,0,0,0,0,0,0,0,49,2,3,1,0.0,0.0,0.0,0,0,35,39,89.7,0,0,0,7d704e92
Hernán Galíndez,1,GK,35-240,1.ec SD Aucas,90,0,0,0,0,0,0,0,0,20,0,0,0,0.0,0.0,0.0,0,0,12,20,60.0,0,0,0,89c136f6
