Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Marco Asensio,10,FWRW,26-306,1.es Real Madrid,68,1,0,0,0,5,1,0,0,55,1,0,1,0.8,0.8,0.0,0,0,33,41,80.5,2,0,1,45af8a54
Nico Williams,12,RW,20-134,1.es Athletic Club,22,0,0,0,0,0,0,0,0,14,1,0,0,0.0,0.0,0.0,0,0,7,10,70.0,1,2,3,afdc14d7
Dani Olmo,21,LW,24-200,1.de RB Leipzig,90,1,1,0,0,4,2,0,0,82,2,0,2,1.0,1.0,0.2,3,2,58,69,84.1,2,0,6,ae44e8e2
Ferrán Torres,11,RW,22-267,1.es Barcelona,56,2,0,1,1,1,1,0,0,33,0,0,0,0.9,0.1,0.0,1,1,17,25,68.0,1,0,3,9e1035f8
Álvaro Morata,7,FW,30-031,1.es Atlético Madrid,34,1,1,0,0,2,1,0,0,12,0,0,0,0.2,0.2,0.1,2,2,7,9,77.8,1,1,2,129af0db
Pedri,26,LM,19-363,1.es Barcelona,56,0,0,0,0,0,0,0,0,92,2,0,0,0.0,0.0,0.7,5,1,86,89,96.6,9,0,0,0d9b2d31
Carlos Soler,19,LM,25-325,1.fr Paris S-G,34,1,0,0,0,3,1,0,0,47,0,0,0,0.4,0.4,0.0,1,0,42,43,97.7,1,0,1,fed17f5a
Sergio Busquets,5,CM,34-130,1.es Barcelona,63,0,0,0,0,0,0,0,0,100,3,1,0,0.0,0.0,0.0,5,1,87,96,90.6,2,0,0,5ab0ea87
Koke,8,CM,30-319,1.es Atlético Madrid,27,0,0,0,0,0,0,0,0,52,0,0,0,0.0,0.0,0.0,1,0,48,50,96.0,1,0,0,55126f3b
Gavi,9,RM,18-110,1.es Barcelona,90,1,0,0,0,1,1,0,0,87,1,0,1,0.1,0.1,0.1,2,1,67,74,90.5,3,0,4,19cae58d
Jordi Alba,18,LB,33-247,1.es Barcelona,63,0,1,0,0,0,0,0,0,123,1,2,0,0.0,0.0,0.3,4,3,111,119,93.3,9,1,1,4601e194
Alejandro Balde,14,LB,19-036,1.es Barcelona,27,0,0,0,0,0,0,0,0,34,1,0,0,0.0,0.0,0.0,2,1,30,32,93.8,3,0,0,5ccc9672
Aymeric Laporte,24,CB,28-180,1.eng Manchester City,90,0,0,0,0,0,0,0,0,157,2,0,0,0.0,0.0,0.0,1,0,144,150,96.0,6,0,0,119b9a8e
Rodri,16,CB,26-154,1.eng Manchester City,90,0,0,0,0,0,0,0,0,144,0,0,0,0.0,0.0,0.0,2,0,138,142,97.2,4,0,0,6434f10d
César Azpilicueta,2,RB,33-087,1.eng Chelsea,90,0,0,0,0,0,0,0,0,110,0,1,2,0.0,0.0,0.1,3,0,100,107,93.5,4,0,0,53cad200
Unai Simón,23,GK,25-165,1.es Athletic Club,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,34,37,91.9,0,0,0,5dcf3e90
