Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Iñaki Williams,19,FW,28-166,1.es Athletic Club,90,0,1,0,0,1,0,0,0,21,1,0,2,0.3,0.3,0.1,1,1,6,12,50.0,0,0,0,6a99e0b1
Jordan Ayew,9,LW,31-078,1.eng Crystal Palace,77,0,1,0,0,0,0,0,0,37,3,1,0,0.0,0.0,0.5,5,2,16,22,72.7,1,1,5,da052c14
Kamaldeen Sulemana,22,LW,20-286,1.fr Rennes,13,0,0,0,0,0,0,0,0,6,0,0,0,0.0,0.0,0.0,0,0,2,4,50.0,0,0,0,a62f8bf1
Kudus Mohammed,20,RW,22-118,1.nl Ajax,82,2,0,0,0,2,2,0,0,33,2,1,1,0.4,0.4,0.0,0,0,16,22,72.7,1,1,4,b62878a5
Alexander Djiku,23,RW,28-111,1.fr Strasbourg,8,0,0,0,0,0,0,0,0,7,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,0,0,43e7a164
André Ayew,10,AM,32-346,1.qa Al Sadd SC,77,0,0,0,0,0,0,0,0,26,0,0,1,0.0,0.0,0.0,0,0,15,18,83.3,0,0,0,5dbefa9d
Daniel Kyereh,8,AM,26-265,1.de Freiburg,13,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,0,0,2770726a
Salis Abdul Samed,21,DM,22-247,1.fr Lens,90,0,0,0,0,1,0,0,0,56,1,0,1,0.0,0.0,0.0,0,0,37,45,82.2,0,1,1,82464ce3
Thomas Partey,5,DM,29-168,1.eng Arsenal,90,0,0,0,0,1,0,0,0,62,3,0,1,0.2,0.2,0.0,1,1,41,47,87.2,3,1,1,529f49ab
Gideon Mensah,14,LB,24-133,1.fr Auxerre,87,0,0,0,0,0,0,0,0,59,1,2,1,0.0,0.0,0.3,3,1,36,46,78.3,3,0,0,9bdd8118
Baba Rahman,17,LB,28-149,2.eng Reading,3,0,0,0,0,0,0,0,0,5,1,1,0,0.0,0.0,0.0,0,0,0,1,0.0,0,0,0,e4086af3
Mohammed Salisu,4,CB,23-225,1.eng Southampton,90,1,0,0,0,1,1,0,0,60,0,0,3,0.7,0.7,0.0,0,0,34,45,75.6,2,0,0,0b33f6ad
Daniel Amartey,18,CB,27-342,1.eng Leicester City,90,0,0,0,0,0,0,1,0,47,2,1,3,0.0,0.0,0.0,0,0,38,38,100.0,2,1,1,1a4ef233
Tariq Lamptey,2,RB,22-059,1.eng Brighton,77,0,0,0,0,1,0,1,0,34,2,0,1,0.1,0.1,0.0,0,0,13,21,61.9,1,0,3,f4e433d4
Denis Odoi,3,RB,34-185,1.be Club Brugge,13,0,0,0,0,0,0,0,0,7,1,0,2,0.0,0.0,0.0,0,0,2,2,100.0,0,0,0,f7750aa0
Lawrence Ati-Zigi,1,GK,25-364,1.ch St. Gallen,90,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,0,0,12,23,52.2,0,0,0,a12402c3
