Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Famara Diedhiou,19,FW,29-345,1.tr Alanyaspor,73,1,0,0,0,3,1,0,0,19,0,0,0,0.2,0.2,0.0,0,0,6,9,66.7,1,0,1,e447352c
Bamba Dieng,20,FW,22-247,1.fr Marseille,17,1,0,0,0,1,1,0,0,8,0,0,1,0.2,0.2,0.0,0,0,3,4,75.0,0,0,0,40774c6b
Boulaye Dia,9,FWLWRW,26-009,1.it Salernitana,90,1,0,0,0,2,1,1,0,30,0,1,0,0.1,0.1,0.0,2,1,16,23,69.6,1,1,2,244bc2c8
Krépin Diatta,15,LM,23-273,1.fr Monaco,63,0,0,0,0,1,1,0,0,33,0,0,1,0.0,0.0,0.0,2,0,19,25,76.0,1,1,2,8104e41e
Pathé Ciss,11,CMDM,28-254,1.es Rayo Vallecano,27,0,0,0,0,0,0,1,0,17,1,1,0,0.0,0.0,0.0,1,0,11,12,91.7,0,0,1,9a0408b6
Idrissa Gana Gueye,5,CMAM,33-060,1.eng Everton,90,0,0,0,0,1,0,0,0,64,2,2,2,0.0,0.0,0.1,2,0,47,55,85.5,2,0,0,72c812f3
Nampalys Mendy,6,CMDM,30-155,1.eng Leicester City,76,0,0,0,0,2,0,0,0,53,0,0,0,0.1,0.1,0.0,0,0,46,50,92.0,1,1,1,1598599e
Pape Matar Sarr,17,CM,20-072,1.eng Tottenham,14,0,0,0,0,0,0,0,0,15,1,0,0,0.0,0.0,0.0,2,1,12,14,85.7,1,0,0,feb5d972
Ismaila Sarr,18,RMLW,24-273,2.eng Watford,74,0,0,0,0,3,1,0,0,29,1,1,2,0.1,0.1,0.1,2,0,11,16,68.8,0,3,5,bfdb33aa
Iliman Ndiaye,13,RW,22-264,2.eng Sheffield Utd,16,0,1,0,0,0,0,0,0,12,0,0,1,0.0,0.0,0.2,1,1,9,10,90.0,0,2,3,5ed97752
Ismail Jakobs,14,LB,23-100,1.fr Monaco,76,0,1,0,0,0,0,1,0,70,0,0,2,0.0,0.0,0.0,2,1,52,63,82.5,3,0,0,a0415710
Pape Abou Cissé,4,CB,27-072,1.gr Olympiacos,14,0,0,0,0,0,0,0,0,13,0,0,1,0.0,0.0,0.0,0,0,9,12,75.0,0,0,0,8bc373ea
Abdou Diallo,22,CBLB,26-205,1.de RB Leipzig,90,0,0,0,0,0,0,0,0,79,0,0,0,0.0,0.0,0.0,1,1,65,75,86.7,6,0,0,fc62f087
Kalidou Koulibaly,3,CB,31-158,1.eng Chelsea,90,0,0,0,0,0,0,0,0,80,2,0,0,0.0,0.0,0.0,2,0,60,70,85.7,1,0,0,da974c7b
Youssouf Sabaly,21,RB,29-265,1.es Betis,90,0,0,0,0,0,0,0,0,84,1,0,0,0.0,0.0,0.1,5,1,68,78,87.2,5,2,4,fbbb9269
Edouard Mendy,16,GK,30-269,1.eng Chelsea,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,1,0,25,32,78.1,0,0,0,33887998
