Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Akram Afif,11,FWCM,26-011,1.qa Al Sadd SC,90,0,0,0,0,0,0,0,0,83,0,0,0,0.0,0.0,0.1,3,0,68,81,84.0,2,0,0,fd53d9e7
Almoez Ali,19,FW,26-102,1.qa Al Duhail SC,63,0,0,0,0,0,0,0,0,19,0,1,0,0.0,0.0,0.0,0,0,12,13,92.3,0,0,3,bae045a9
Mohammed Muntari,9,FW,28-344,1.qa Al Duhail SC,27,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.0,1,0,12,13,92.3,0,0,0,da38f46e
Abdulaziz Hatem,6,CM,32-032,1.qa Al Rayyan SC,84,0,0,0,0,1,1,0,0,40,0,0,0,0.0,0.0,0.0,0,0,34,38,89.5,0,1,1,c5065ef8
Ahmed Alaaeldin,7,FW,29-302,1.qa Al-Gharafa Sports Club,6,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,2,0.0,0,0,0,74fbbb3c
Assim Madibo,23,CM,26-038,1.qa Al Duhail SC,63,0,0,0,0,0,0,0,0,35,2,0,4,0.0,0.0,0.0,0,0,22,28,78.6,1,0,0,2b1d2ada
Karim Boudiaf,12,CM,32-074,1.qa Al Duhail SC,27,0,0,0,0,0,0,0,0,25,0,0,0,0.0,0.0,0.0,0,0,21,23,91.3,0,1,2,a38f33fd
Hassan Al-Haydos,10,CM,31-353,1.qa Al Sadd SC,63,0,0,0,0,1,1,0,0,34,0,2,0,0.0,0.0,0.0,2,0,21,25,84.0,5,1,4,41bd6c64
Ali Assadalla,8,CM,29-314,1.qa Al Sadd SC,27,0,0,0,0,0,0,0,0,24,0,0,1,0.0,0.0,0.0,1,0,21,23,91.3,0,1,1,8e74d3ce
Homam Ahmed,14,LB,23-096,1.qa Al-Gharafa Sports Club,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,25,32,78.1,0,0,0,a62fa158
Abdelkarim Hassan,3,CB,29-093,1.qa Al Sadd SC,90,0,0,0,0,1,0,0,0,56,3,1,1,0.1,0.1,0.0,0,0,34,46,73.9,1,0,1,7380bccf
Boualem Khoukhi,16,CB,32-143,1.qa Al Sadd SC,90,0,0,0,0,0,0,0,0,68,1,2,2,0.0,0.0,0.0,0,0,44,55,80.0,1,0,2,7be5ad52
Ró-Ró,2,CB,32-115,1.qa Al Sadd SC,90,0,0,0,0,1,0,0,0,49,2,5,0,0.0,0.0,0.0,0,0,29,38,76.3,2,0,0,8735fe66
Ismail Mohamad,17,RB,32-238,1.qa Al Duhail SC,84,0,0,0,0,1,1,0,0,,,1,,,,,,,,,,,,,b554011a
Musab Kheder,13,RB,29-064,1.qa Al Sadd SC,6,0,0,0,0,0,0,0,0,5,1,0,0,0.0,0.0,0.0,0,0,3,3,100.0,0,0,0,d9261523
Meshaal Barsham,22,GK,24-288,1.qa Al Sadd SC,90,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,0,0,18,31,58.1,0,0,0,8d3e92e0
