Player,#,Pos,Age,Club,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,Prog,Succ,Att,-9999
Lautaro Martínez,22,FW,25-092,1.it Inter,90,0,0,0,0,2,0,0,0,22,0,1,0,0.1,0.1,0.0,1,0,11,14,78.6,0,0,1,f7036e1c
Lionel Messi,10,FW,35-151,1.fr Paris S-G,90,1,0,1,1,3,2,0,0,60,0,0,1,1.0,0.3,0.2,5,0,34,47,72.3,9,2,3,d70ce98e
Papu Gómez,17,LM,34-280,1.es Sevilla,58,0,0,0,0,1,0,0,0,33,1,1,1,0.0,0.0,0.0,1,0,22,27,81.5,1,0,1,6e4df551
Julián Álvarez,9,LM,22-295,1.eng Manchester City,32,0,0,0,0,1,1,0,0,10,1,0,1,0.0,0.0,0.0,0,0,1,8,12.5,0,0,0,15ab5a2b
Leandro Paredes,5,CM,28-146,1.it Juventus,58,0,0,0,0,0,0,0,0,66,2,2,0,0.0,0.0,0.0,2,1,56,61,91.8,1,0,0,dff153a4
Enzo Fernández,24,CM,21-309,1.pt Benfica,32,0,0,0,0,1,0,0,0,42,1,0,0,0.0,0.0,0.0,1,0,32,38,84.2,3,0,0,5ff4ab71
Rodrigo De Paul,7,CM,28-182,1.es Atlético Madrid,90,0,0,0,0,1,0,0,0,94,2,1,2,0.1,0.1,0.0,2,0,63,85,74.1,3,0,0,162efffd
Ángel Di María,11,RM,34-281,1.it Juventus,90,0,0,0,0,2,1,0,0,52,2,0,1,0.1,0.1,0.2,4,0,31,40,77.5,6,2,5,19cda00b
Nicolás Tagliafico,3,LB,30-083,1.fr Lyon,70,0,0,0,0,1,1,0,0,46,2,1,4,0.7,0.7,0.0,0,0,26,34,76.5,1,0,1,f0661424
Marcos Acuña,8,LB,31-025,1.es Sevilla,20,0,0,0,0,0,0,0,0,27,1,0,0,0.0,0.0,0.1,3,0,18,23,78.3,0,0,0,81442ecb
Nicolás Otamendi,19,CB,34-283,1.pt Benfica,90,0,0,0,0,1,0,0,0,104,2,2,0,0.0,0.0,0.1,1,0,88,96,91.7,1,0,0,0d267745
Cristian Romero,13,CB,24-209,1.eng Tottenham,58,0,0,0,0,0,0,0,0,68,1,0,1,0.0,0.0,0.0,1,0,58,64,90.6,2,1,1,a3d94a58
Lisandro Martínez,25,CB,24-308,1.eng Manchester Utd,32,0,0,0,0,1,0,0,0,38,1,0,0,0.1,0.1,0.7,1,0,31,34,91.2,2,0,1,bac46a10
Nahuel Molina,26,RB,24-230,1.es Atlético Madrid,90,0,0,0,0,0,0,0,0,69,1,1,0,0.0,0.0,0.0,3,0,55,66,83.3,4,1,1,23610943
Emiliano Martínez,23,GK,30-081,1.eng Aston Villa,90,0,0,0,0,0,0,0,0,22,0,0,0,0.0,0.0,0.0,0,0,20,22,90.9,0,0,0,7956236f
